image,caption
1813266419_08bf66fe98.jpg,startseq person with striped shirt is playing in the sprinklers endseq
1813597483_3f09d2a020.jpg,startseq dog jumps over log in the woods endseq
1813597483_3f09d2a020.jpg,startseq large black dog is climbing over wooden fence surrounded by bushes endseq
1813597483_3f09d2a020.jpg,startseq black dog climbs over fallen logs or boards endseq
1813597483_3f09d2a020.jpg,startseq black dog climbs over fence in grassy area endseq
1813597483_3f09d2a020.jpg,startseq black dog with red collar is climbing over fence posts endseq
1813777902_07d1d4b00c.jpg,startseq boy dressed as pirate smiles largley endseq
1813777902_07d1d4b00c.jpg,startseq boy with skeleton on his shirt laughs endseq
1813777902_07d1d4b00c.jpg,startseq child dressed like pirate smiles endseq
1813777902_07d1d4b00c.jpg,startseq young boy dressed as pirate and running endseq
1813777902_07d1d4b00c.jpg,startseq the boys enjoys his pirate costume endseq
1814086703_33390d5fc7.jpg,startseq dog looks behind itself endseq
1814086703_33390d5fc7.jpg,startseq tan dog is running alongside another dog outside endseq
1814086703_33390d5fc7.jpg,startseq two dogs are running next to each other on the grass endseq
1814086703_33390d5fc7.jpg,startseq two dogs run together near the leaves endseq
1814086703_33390d5fc7.jpg,startseq two small dogs run on dirt road covered in leafs endseq
181415975_2627aa6668.jpg,startseq blonde man is wakeboarding and is jumping into the air endseq
181415975_2627aa6668.jpg,startseq blond man jumping through the air over the ocean endseq
181415975_2627aa6668.jpg,startseq blond man on single waterski endseq
181415975_2627aa6668.jpg,startseq man gets air time on his wakeboard endseq
181415975_2627aa6668.jpg,startseq man airborne on wakeboard with elevation in the background and blue water endseq
1814391289_83a1eb71d3.jpg,startseq boy dressed as spiderman ringing door bell endseq
1814391289_83a1eb71d3.jpg,startseq child dressed as spiderman ringing doorbell endseq
1814391289_83a1eb71d3.jpg,startseq child that is dressed as spiderman is ringing the doorbell endseq
1814391289_83a1eb71d3.jpg,startseq at halloween this little spiderman waits to get some candy endseq
1814391289_83a1eb71d3.jpg,startseq young child in costume rings the door bell of gray house endseq
181777261_84c48b31cb.jpg,startseq beach crowded with beachgoers endseq
181777261_84c48b31cb.jpg,startseq busy beach has people scattered on it watching the sky endseq
181777261_84c48b31cb.jpg,startseq partly cloudy day at the beach with people standing around and building on the right endseq
181777261_84c48b31cb.jpg,startseq beachgoers watch something in the sky endseq
181777261_84c48b31cb.jpg,startseq many people are on the beach near building with flags flying endseq
1818403842_553a2a392c.jpg,startseq black dogs jump in pool to hand endseq
1818403842_553a2a392c.jpg,startseq two black dogs are diving into pool to get dog toy endseq
1818403842_553a2a392c.jpg,startseq two black dogs jump in pool endseq
1818403842_553a2a392c.jpg,startseq two black dogs jump into blue swimming pool endseq
1818403842_553a2a392c.jpg,startseq two dogs are leaping into swimming pool trying to fetch the yellow toy that is floating in the water endseq
1819261140_6c022f4b1d.jpg,startseq costumed diner sits in restaurant wearing black outfit that covers their face endseq
1819261140_6c022f4b1d.jpg,startseq costumed figure leans into the dinner table endseq
1819261140_6c022f4b1d.jpg,startseq man dressed in dark costume sitting at restaurant table endseq
1819261140_6c022f4b1d.jpg,startseq man sitting at table with scary mask covering his face endseq
1819261140_6c022f4b1d.jpg,startseq person at table dressed in black costume endseq
1821238649_2fda79d6d7.jpg,startseq girl dressed as devil stands in front of lighted object on city street endseq
1821238649_2fda79d6d7.jpg,startseq girl is dressed up in red devil outfit endseq
1821238649_2fda79d6d7.jpg,startseq woman in devil outfit standing in front of fountain endseq
1821238649_2fda79d6d7.jpg,startseq woman in red devil costume in front of fountain endseq
1821238649_2fda79d6d7.jpg,startseq woman wears devil costume and poses in front of fountain endseq
182493240_40410254b0.jpg,startseq two men raise their arms atop snowy mountain endseq
182493240_40410254b0.jpg,startseq two people jumping up with snow covered mountains in the background endseq
182493240_40410254b0.jpg,startseq two people kneel on the snow and raise their arms with mountains behind them endseq
182493240_40410254b0.jpg,startseq two people raise their arms on snowy hill in the mountains endseq
182493240_40410254b0.jpg,startseq two snowboarders throw up their hands endseq
1827560917_c8d3c5627f.jpg,startseq dog with few leashes and vest on pulls at something with its mouth endseq
1827560917_c8d3c5627f.jpg,startseq dog with harness and toy its mouth endseq
1827560917_c8d3c5627f.jpg,startseq dog with reflective harness looks at the camera endseq
1827560917_c8d3c5627f.jpg,startseq dog with toy in its mouth eyes the camera endseq
1827560917_c8d3c5627f.jpg,startseq small black and white dog in harness is looking at the camera endseq
1835511273_790eaae6e6.jpg,startseq man dressed in red outfit endseq
1835511273_790eaae6e6.jpg,startseq man in red suit and red mask stands beside another costumed man endseq
1835511273_790eaae6e6.jpg,startseq man wearing red costume stands near others endseq
1835511273_790eaae6e6.jpg,startseq the guy is wearing red and black outfit with matching mask endseq
1835511273_790eaae6e6.jpg,startseq the man is wearing red outfit and red mask stands in front of another man in urban camouflage endseq
1836335410_de8313a64e.jpg,startseq man dressed in brown holding light saber endseq
1836335410_de8313a64e.jpg,startseq man wearing black outfit holding on to glowing sword endseq
1836335410_de8313a64e.jpg,startseq man dressed up in black and brown and holding white light saber endseq
1836335410_de8313a64e.jpg,startseq the man holds light sabre endseq
1836335410_de8313a64e.jpg,startseq the man is playing with his star wars light sword endseq
1837976956_3c45d0f9b8.jpg,startseq girl in polka dot dress singing into microphone endseq
1837976956_3c45d0f9b8.jpg,startseq woman in polka dot top is singing into microphone endseq
1837976956_3c45d0f9b8.jpg,startseq woman sings into microphone with guitar player in the background endseq
1837976956_3c45d0f9b8.jpg,startseq woman with black hair wearing black and white polka-dot dress is singing into microphone endseq
1837976956_3c45d0f9b8.jpg,startseq young woman stands singing at microphone while man behind her holds guitar endseq
185057637_e8ada37343.jpg,startseq group of five people stand outdoors endseq
185057637_e8ada37343.jpg,startseq five people in back shirts stand in front of small object in grove of trees endseq
185057637_e8ada37343.jpg,startseq five people wearing dark blue shirts give presentation outdoors endseq
185057637_e8ada37343.jpg,startseq four men and one woman in black shirts stand in park endseq
185057637_e8ada37343.jpg,startseq one woman and four men wearing black shirts standing on the grass in the shade endseq
1858963639_4588cd4be9.jpg,startseq girl with red helmet carying lot of rope endseq
1858963639_4588cd4be9.jpg,startseq smiling woman wearing red hardhat has long length of rope around her shoulders endseq
1858963639_4588cd4be9.jpg,startseq woman wearing red helmet is holding rope and smiling endseq
1858963639_4588cd4be9.jpg,startseq woman with helmet and climbing rope smiles at the camera endseq
1858963639_4588cd4be9.jpg,startseq the smiling woman in the red helmet is outdoors holding very long rope endseq
185972340_781d60ccfd.jpg,startseq man drives green jeep over few jagged rocks endseq
185972340_781d60ccfd.jpg,startseq man drives jeep over rough rocks endseq
185972340_781d60ccfd.jpg,startseq man driving green jeep is crossing over large rocks endseq
185972340_781d60ccfd.jpg,startseq man is driving green tractor-like vehicle over rocks endseq
185972340_781d60ccfd.jpg,startseq vehicle climbs on rocks near forest endseq
1859726819_9a793b3b44.jpg,startseq an upset woman with her makeup streaming down her face from her tears endseq
1859726819_9a793b3b44.jpg,startseq person wearing pink jacket who has lots of make-up on walks down street endseq
1859726819_9a793b3b44.jpg,startseq woman wearing heavy makeup and pink jacket is walking past clothing shop at night endseq
1859726819_9a793b3b44.jpg,startseq woman wearing heavy makeup stands in front of store with neon sign saying red light endseq
1859726819_9a793b3b44.jpg,startseq woman with heavy makeup is standing next to red light sign endseq
1859941832_7faf6e5fa9.jpg,startseq dog catches frisbee as it jumps on the grass endseq
1859941832_7faf6e5fa9.jpg,startseq pitbull jumps to catch flying disc endseq
1859941832_7faf6e5fa9.jpg,startseq white dog has jumped up in the air to catch frisbee endseq
1859941832_7faf6e5fa9.jpg,startseq the dog jumps to catch the frisbee endseq
1859941832_7faf6e5fa9.jpg,startseq the white dog has grey frisbee in its mouth endseq
1860543210_47e94cf652.jpg,startseq guy in gray is walking across the street at night endseq
1860543210_47e94cf652.jpg,startseq man walking across crosswalk with long hair green hoodie and backpack endseq
1860543210_47e94cf652.jpg,startseq man with long hair is making an ok sign with his hand while he walks down street endseq
1860543210_47e94cf652.jpg,startseq man with long hair wearing gray clothes and backpack endseq
1860543210_47e94cf652.jpg,startseq young man wearing grey pants and backpack with long brown hair endseq
186346360_541047336f.jpg,startseq girl in bikini top and shorts poses for picture on mountain overlooking lake endseq
186346360_541047336f.jpg,startseq girl in bikini top stands in front of beautiful view endseq
186346360_541047336f.jpg,startseq girl in bikini top with great view in the background endseq
186346360_541047336f.jpg,startseq woman poses for picture while in front of lake endseq
186346360_541047336f.jpg,startseq woman in white bikini top and blue shorts with body of water in the background endseq
186348874_75b2cf1ec5.jpg,startseq group of bicyclists riding down path in an off road race endseq
186348874_75b2cf1ec5.jpg,startseq group of bikers riding through the woods endseq
186348874_75b2cf1ec5.jpg,startseq group of people are riding bicycles in race endseq
186348874_75b2cf1ec5.jpg,startseq bikers race through forest endseq
186348874_75b2cf1ec5.jpg,startseq many bicyclists racing along dirt road endseq
1865794069_6e3a1e57bb.jpg,startseq blond boy with navy blue uniform kicks soccer ball in an open field endseq
1865794069_6e3a1e57bb.jpg,startseq boy in an all blue uniform kicks blue soccer ball in grassy area endseq
1865794069_6e3a1e57bb.jpg,startseq little boy is playing soccer at field endseq
1865794069_6e3a1e57bb.jpg,startseq small child plays with ball while others relax and converse with one another endseq
1865794069_6e3a1e57bb.jpg,startseq young boy dressed in blue and white is kicking soccer ball endseq
186890601_8a6b0f1769.jpg,startseq man in maroon bathing suit swings on rope on lake endseq
186890601_8a6b0f1769.jpg,startseq man in red shorts swinging on rope over lake endseq
186890601_8a6b0f1769.jpg,startseq man is swinging on rope above the water endseq
186890601_8a6b0f1769.jpg,startseq man is swinging on rope over water endseq
186890601_8a6b0f1769.jpg,startseq this man is swinging on the rope swing out over the blue water endseq
186890605_ddff5b694e.jpg,startseq guy in swimming trunks flying on rope swing above lake endseq
186890605_ddff5b694e.jpg,startseq man is rope-swinging off tree into lake endseq
186890605_ddff5b694e.jpg,startseq man is swinging on rope swing into lake endseq
186890605_ddff5b694e.jpg,startseq person uses rope swing over the water endseq
186890605_ddff5b694e.jpg,startseq there is man swinging off rope swing into lake endseq
1874617189_e85d3f4326.jpg,startseq the three people are squatting by the water endseq
1874617189_e85d3f4326.jpg,startseq three children bend over to look at the waters edge at lake endseq
1874617189_e85d3f4326.jpg,startseq three kids lean into the water edge wearing bright pants endseq
1874617189_e85d3f4326.jpg,startseq three kids squat down and look at the ground on the shore of lake endseq
1874617189_e85d3f4326.jpg,startseq three people squat down on the edge of lake endseq
1876536922_8fdf8d7028.jpg,startseq two dogs are running through water carrying rope and red float in their mouths endseq
1876536922_8fdf8d7028.jpg,startseq two dogs carry toy out of the ocean endseq
1876536922_8fdf8d7028.jpg,startseq two dogs carrying red toy in their mouths and running in water endseq
1876536922_8fdf8d7028.jpg,startseq two dogs carry one object while wading in the ocean endseq
1876536922_8fdf8d7028.jpg,startseq two dogs run through the water and both hold the same toy in their mouths endseq
1881494074_1bebd93089.jpg,startseq baby with pink hat held by man in red and woman in pink endseq
1881494074_1bebd93089.jpg,startseq man is holding his baby while woman takes picture of the baby endseq
1881494074_1bebd93089.jpg,startseq woman takes photo of baby being held by man endseq
1881494074_1bebd93089.jpg,startseq woman takes picture of baby wearing pink hat while man carries her endseq
1881494074_1bebd93089.jpg,startseq woman is taking picture of baby in pink hat endseq
1884065356_c6c34b4568.jpg,startseq black dog in the water endseq
1884065356_c6c34b4568.jpg,startseq black dog runs through the water with ball in its mouth endseq
1884065356_c6c34b4568.jpg,startseq black laborador with ball in his mouth coming out of the surf endseq
1884065356_c6c34b4568.jpg,startseq large black dog with something in its mouth is coming out of pool of water endseq
1884065356_c6c34b4568.jpg,startseq the black dog waring red collar is running through the water with ball in its mouth endseq
1884727806_d84f209868.jpg,startseq man and woman wear mickey mouse ears at an event endseq
1884727806_d84f209868.jpg,startseq man and woman wearing mickey mouse ears stand in crowd endseq
1884727806_d84f209868.jpg,startseq man and woman wear mickey mouse hats endseq
1884727806_d84f209868.jpg,startseq man and woman wearing mickey mouse ears in crowd endseq
1884727806_d84f209868.jpg,startseq two spectators are adorn with mickey mouse ears while looking back at an angle from stadium endseq
1895768965_43cd9d164f.jpg,startseq black and white dog runs in some leaves endseq
1895768965_43cd9d164f.jpg,startseq dog sprints across the leaf covered ground endseq
1895768965_43cd9d164f.jpg,startseq dog with floppy ears runs in forest in the fall endseq
1895768965_43cd9d164f.jpg,startseq dog with one ear up runs outside through the fall leaves endseq
1895768965_43cd9d164f.jpg,startseq white and brown dog is running over orange leaves endseq
1897025969_0c41688fa6.jpg,startseq black dog and tan dog fighting endseq
1897025969_0c41688fa6.jpg,startseq black dog and white dog are wrestling on the ground endseq
1897025969_0c41688fa6.jpg,startseq black dog bites white dog while standing on the sand endseq
1897025969_0c41688fa6.jpg,startseq two dogs fight endseq
1897025969_0c41688fa6.jpg,startseq two dogs one white and one black play with each other in the sand endseq
189721896_1ffe76d89e.jpg,startseq man rock climbs up very tall cliff with blue rope behind him endseq
189721896_1ffe76d89e.jpg,startseq man wearing red shirt is climbing up the rock wall endseq
189721896_1ffe76d89e.jpg,startseq young man climbs mountain another follows below endseq
189721896_1ffe76d89e.jpg,startseq man scales rock endseq
189721896_1ffe76d89e.jpg,startseq the climber in red is leading climbers up long rock face endseq
189740668_0b045f1ff2.jpg,startseq boy does cartwheel on rock cliff endseq
189740668_0b045f1ff2.jpg,startseq man climbs large rock endseq
189740668_0b045f1ff2.jpg,startseq man climbs on steep structure endseq
189740668_0b045f1ff2.jpg,startseq man climbs up cliff face with no safety equipment endseq
189740668_0b045f1ff2.jpg,startseq shirtless man is climbing up mountainside endseq
1904112245_549e47c8aa.jpg,startseq dog in the forest endseq
1904112245_549e47c8aa.jpg,startseq dog standing on log in forest endseq
1904112245_549e47c8aa.jpg,startseq grey colored dog is licking fallen tree in the forest endseq
1904112245_549e47c8aa.jpg,startseq grey dog explores fallen tree in the woods endseq
1904112245_549e47c8aa.jpg,startseq medium sized dog sniffing in forest endseq
190638179_be9da86589.jpg,startseq man in hat stands in front of gray jeep in dry grass endseq
190638179_be9da86589.jpg,startseq man in hat standing outside of his green jeep rangler endseq
190638179_be9da86589.jpg,startseq man next to his black jeep endseq
190638179_be9da86589.jpg,startseq man in green shirt and cargo khakis standing next to green jeep endseq
190638179_be9da86589.jpg,startseq man standing on dirt hill next to black jeep endseq
190965502_0b9ed331d9.jpg,startseq many of the chairs are empty with only few people enjoying the sun endseq
190965502_0b9ed331d9.jpg,startseq people are lying on lounge chairs endseq
190965502_0b9ed331d9.jpg,startseq several people lay out in the sun on white lawn chairs by body of water endseq
190965502_0b9ed331d9.jpg,startseq two people are relaxing on beach amidst lounge chairs endseq
190965502_0b9ed331d9.jpg,startseq white lounge chairs are lined up at resort for sunbathers endseq
191003283_992257f835.jpg,startseq little blond boy and young woman in jeans walk through plaza endseq
191003283_992257f835.jpg,startseq toddler boy in red tank top and khaki shorts walks on the european street with woman in white top and faded blue jeans endseq
191003283_992257f835.jpg,startseq woman walks and little boy walks to the side of her endseq
191003283_992257f835.jpg,startseq young boy wearing red shirt stands in the street with his arms open wide endseq
191003283_992257f835.jpg,startseq the baby is wearing red shirt and walking in plaza endseq
191003284_1025b0fb7d.jpg,startseq man helps little girl ride bike endseq
191003284_1025b0fb7d.jpg,startseq man helps young girl balance on bicycle that is too big for her endseq
191003284_1025b0fb7d.jpg,startseq man holding onto small girl on bike endseq
191003284_1025b0fb7d.jpg,startseq man is helping girl sit on large bicycle endseq
191003284_1025b0fb7d.jpg,startseq this man is helping girl in an orange dress onto bicycle endseq
191003285_edd8d0cf58.jpg,startseq man and girl sit on the ground and eat endseq
191003285_edd8d0cf58.jpg,startseq man and little girl are sitting on sidewalk near blue bag eating endseq
191003285_edd8d0cf58.jpg,startseq man and young girl eat meal on city street endseq
191003285_edd8d0cf58.jpg,startseq man wearing black shirt and girl wearing an orange shirt sitting on the pavement eating endseq
191003285_edd8d0cf58.jpg,startseq man wearing black shirt and little girl wearing an orange dress share treat endseq
191003287_2915c11d8e.jpg,startseq father feeding his child on the street endseq
191003287_2915c11d8e.jpg,startseq man in black shirt and his little girl wearing orange are sharing treat endseq
191003287_2915c11d8e.jpg,startseq man is feeding child food while sitting near building with onlookers endseq
191003287_2915c11d8e.jpg,startseq man seated serves food to little girl endseq
191003287_2915c11d8e.jpg,startseq man with sunglasses and black shirt feeds ice cream to girl with an orange dress on who is sitting beside an opened bag endseq
191592626_477ef5e026.jpg,startseq climber is scaling mountain cliff endseq
191592626_477ef5e026.jpg,startseq man climbs up mountain endseq
191592626_477ef5e026.jpg,startseq man in white helmet and huge backpack is rock climbing endseq
191592626_477ef5e026.jpg,startseq mountain climber follows the edge of the mountain endseq
191592626_477ef5e026.jpg,startseq mountain climber has reached the top of brown rock endseq
1917203130_fcaff8b10e.jpg,startseq child at an exhibit endseq
1917203130_fcaff8b10e.jpg,startseq girl skips over to the fence endseq
1917203130_fcaff8b10e.jpg,startseq little girl walks on boardwalk with blue domes in the background endseq
1917203130_fcaff8b10e.jpg,startseq young girl is wearing dress with red black and white design endseq
1917203130_fcaff8b10e.jpg,startseq small girl in red white and black dress looks at large silver orbs endseq
1917265421_aeccf1ca38.jpg,startseq children participate in sport involving swine among spectators endseq
1917265421_aeccf1ca38.jpg,startseq children playing with pig endseq
1917265421_aeccf1ca38.jpg,startseq people are gathered around watching children with pig endseq
1917265421_aeccf1ca38.jpg,startseq several children pet pig while crowd watches endseq
1917265421_aeccf1ca38.jpg,startseq the young children are petting piglet endseq
1918573100_d31cbb6b77.jpg,startseq black and white dog balances on wooden plank endseq
1918573100_d31cbb6b77.jpg,startseq dog is running on wooden beam beside blue fence endseq
1918573100_d31cbb6b77.jpg,startseq dog performs acrobatic stunts on platform endseq
1918573100_d31cbb6b77.jpg,startseq dog walks on red plank by blue railing endseq
1918573100_d31cbb6b77.jpg,startseq the dog walks on the high plank endseq
19212715_20476497a3.jpg,startseq kayaker kayaks through the water endseq
19212715_20476497a3.jpg,startseq person kayaking in the ocean endseq
19212715_20476497a3.jpg,startseq person kayaks in the middle of the ocean on grey day endseq
19212715_20476497a3.jpg,startseq person rows boat over large body of water endseq
19212715_20476497a3.jpg,startseq person in boat with paddle in hand endseq
1921398767_771743bf4e.jpg,startseq dog has wetsuit in his mouth on the beach endseq
1921398767_771743bf4e.jpg,startseq dog on beach dragging an item endseq
1921398767_771743bf4e.jpg,startseq dog walking on beach endseq
1921398767_771743bf4e.jpg,startseq tan dog dragging deflated innertube down the beach endseq
1921398767_771743bf4e.jpg,startseq the dog on the beach has gotten hold of something endseq
1923476156_e20976b32d.jpg,startseq fluffy white dog on leash with its owner riding bike endseq
1923476156_e20976b32d.jpg,startseq person on bike has white dog on leash endseq
1923476156_e20976b32d.jpg,startseq white dog being led by person on bicycle endseq
1923476156_e20976b32d.jpg,startseq white dog runs along bicycle endseq
1923476156_e20976b32d.jpg,startseq white dog walking beside bicycler endseq
1924234308_c9ddcf206d.jpg,startseq girl in bikini and sneakers makes her way out of the water and onto the rocks endseq
1924234308_c9ddcf206d.jpg,startseq girl in bikini in climbing rocks endseq
1924234308_c9ddcf206d.jpg,startseq woman in bikini climbs rocks next to rocky stream endseq
1924234308_c9ddcf206d.jpg,startseq woman in bikini is running on rocks in stream endseq
1924234308_c9ddcf206d.jpg,startseq young woman wearubg bikini is climbing rocks near creek endseq
1925434818_2949a8f6d8.jpg,startseq several children playing in ball pit endseq
1925434818_2949a8f6d8.jpg,startseq some children playing in pit full of colorful balls endseq
1925434818_2949a8f6d8.jpg,startseq three children in ball pit endseq
1925434818_2949a8f6d8.jpg,startseq two children fall headfirst into colorful ball pit while third child watches endseq
1925434818_2949a8f6d8.jpg,startseq two children slide down slide into ball pit while another child looks on endseq
1926129518_4350f4f552.jpg,startseq spotted dog black dog and puppy converging on tennis ball endseq
1926129518_4350f4f552.jpg,startseq three dogs are playing in the grass endseq
1926129518_4350f4f552.jpg,startseq three dogs play in grassy field endseq
1926129518_4350f4f552.jpg,startseq three dogs running around in the grass with woods in the background endseq
1926129518_4350f4f552.jpg,startseq two large dogs are playing in large grassy area endseq
1928319708_ccf1f4ee72.jpg,startseq man is cycling on the road endseq
1928319708_ccf1f4ee72.jpg,startseq man rides bicycle down road with concrete barriers endseq
1928319708_ccf1f4ee72.jpg,startseq man rides his bicycle on wet road endseq
1928319708_ccf1f4ee72.jpg,startseq person biking on road near fence endseq
1928319708_ccf1f4ee72.jpg,startseq man cycles through diry bike path wearing white helmet and gloves endseq
1931690777_897a7d8ab6.jpg,startseq four boys doing cannonball jump in unison into the pool endseq
1931690777_897a7d8ab6.jpg,startseq four boys in swim trunks jump into swimming pool endseq
1931690777_897a7d8ab6.jpg,startseq four boys jumping into an inground pool endseq
1931690777_897a7d8ab6.jpg,startseq four boys jumping into swimming pool endseq
1931690777_897a7d8ab6.jpg,startseq four children jump in pool endseq
1932161768_996eadac87.jpg,startseq small dog steps onto log endseq
1932161768_996eadac87.jpg,startseq small white dog climbs over log endseq
1932161768_996eadac87.jpg,startseq small white dog with blue collar is climbing over large log endseq
1932161768_996eadac87.jpg,startseq white dog jumps over log outside endseq
1932161768_996eadac87.jpg,startseq white terrior is jumping over log endseq
1932314876_9cc46fd054.jpg,startseq girl wearing blue top has her feet in the stream endseq
1932314876_9cc46fd054.jpg,startseq hiker puts his feet in stream while wearing brown shoes endseq
1932314876_9cc46fd054.jpg,startseq man wearing blue shirt and shorts is resting on rock soaking his feet in rocky stream endseq
1932314876_9cc46fd054.jpg,startseq person is sitting near smooth rocks on stream bed endseq
1932314876_9cc46fd054.jpg,startseq woman dressed in blue shirt plaid shorts and brown shoes soaking her feet in rocky creek while sitting on towel endseq
1936215201_d03a75cbba.jpg,startseq baby boy plays outside with blue toy endseq
1936215201_d03a75cbba.jpg,startseq baby carrying ball in stands in front of house with hose in the background endseq
1936215201_d03a75cbba.jpg,startseq little boy is holding blue ball in the yard endseq
1936215201_d03a75cbba.jpg,startseq male child holding ball standing on the sidewalk endseq
1936215201_d03a75cbba.jpg,startseq young boy playing with blue ball standing on sidewalk endseq
1937104503_313d22a2d0.jpg,startseq black and white dog is playing in water endseq
1937104503_313d22a2d0.jpg,startseq black dog is standing on step next to river at it shakes itself dry endseq
1937104503_313d22a2d0.jpg,startseq dog is shaking after coming out of the water endseq
1937104503_313d22a2d0.jpg,startseq dog is shaking water off of itself endseq
1937104503_313d22a2d0.jpg,startseq dog shakes off water endseq
1937262236_cbf5bfa101.jpg,startseq the dogs fight over the red and pink ball endseq
1937262236_cbf5bfa101.jpg,startseq two dogs both pull on the same orange ball while playing in the sand endseq
1937262236_cbf5bfa101.jpg,startseq two dogs fighting over pink and red toy endseq
1937262236_cbf5bfa101.jpg,startseq two dogs play tug of war with ball endseq
1937262236_cbf5bfa101.jpg,startseq two dogs tug on pink and orange ball from opposite ends endseq
1947351225_288d788983.jpg,startseq child shows other kids his still packaged toy endseq
1947351225_288d788983.jpg,startseq group of kids are at birthday party endseq
1947351225_288d788983.jpg,startseq little boy is opening gifts surrounded by group of children and adults endseq
1947351225_288d788983.jpg,startseq boy at birthday party shows toy off endseq
1947351225_288d788983.jpg,startseq there is group of children getting their picture taken with presents endseq
195084264_72fb347b0f.jpg,startseq man in checked shirt stands next to large wooden bowl endseq
195084264_72fb347b0f.jpg,startseq man standing next to large plate endseq
195084264_72fb347b0f.jpg,startseq an older man is standing next to display of wooden trays endseq
195084264_72fb347b0f.jpg,startseq an older man poses near wooden bowls on display endseq
195084264_72fb347b0f.jpg,startseq the man wearing glasses is showing wooden product endseq
1952896009_cee8147c90.jpg,startseq woman carrying purse and bag with baby in backpack walking down road endseq
1952896009_cee8147c90.jpg,startseq woman carrying large bags walks down the street endseq
1952896009_cee8147c90.jpg,startseq woman walking down the street carrying luggage with baby on her back endseq
1952896009_cee8147c90.jpg,startseq woman walking on the street with child on her back and bags under one arm and in her other hand endseq
1952896009_cee8147c90.jpg,startseq woman walking with baby on her back purple bag in her right hand and brown one on her left shoulder endseq
1956678973_223cb1b847.jpg,startseq children in red shirts play in the leaves endseq
1956678973_223cb1b847.jpg,startseq four boys in red are playing with fallen leaves endseq
1956678973_223cb1b847.jpg,startseq several children leaping into pile of leaves on the ground endseq
1956678973_223cb1b847.jpg,startseq small children are playing in pile of dead leaves endseq
1956678973_223cb1b847.jpg,startseq three kids jumping in leaves endseq
1956944011_c5661d3f22.jpg,startseq child wearing white shirt hangs from the playground equipment endseq
1956944011_c5661d3f22.jpg,startseq the child in white is on the monkey bars while the one in brown stands below endseq
1956944011_c5661d3f22.jpg,startseq two children are playing on monkey bars endseq
1956944011_c5661d3f22.jpg,startseq two children playing on jungle gym endseq
1956944011_c5661d3f22.jpg,startseq two children playing on an orange jungle gym in the winter time endseq
1957371533_62bc720bac.jpg,startseq black and white dog shakes itself to get the water off endseq
1957371533_62bc720bac.jpg,startseq black and white dog shakes water off itself endseq
1957371533_62bc720bac.jpg,startseq dog shaking water off endseq
1957371533_62bc720bac.jpg,startseq black and white dog shaking its wet head endseq
1957371533_62bc720bac.jpg,startseq wet black and white dog with black nose shaking off water endseq
195962284_e57178054a.jpg,startseq boy in large pool endseq
195962284_e57178054a.jpg,startseq boy plays in the water by building endseq
195962284_e57178054a.jpg,startseq boy splashing through water next to building endseq
195962284_e57178054a.jpg,startseq boy stands in water near frisbee endseq
195962284_e57178054a.jpg,startseq child splashes through water near stone building endseq
195962790_3380aea352.jpg,startseq woman in purple shirt and brown puppy sit near fountain endseq
195962790_3380aea352.jpg,startseq woman sits by the pool with dog while another dog is nearby endseq
195962790_3380aea352.jpg,startseq woman sits with her feet in shallow pool and looks at puppy endseq
195962790_3380aea352.jpg,startseq while the humans put their feet into the fountain the puppy on the side with his master checks out the muzzle leash on the large rottweiler endseq
195962790_3380aea352.jpg,startseq woman and dog cooling off at fountain endseq
1962729184_6996e128e7.jpg,startseq girl kisses her mother goodbye before she waits with the other children to start school endseq
1962729184_6996e128e7.jpg,startseq group of children in blue clothes stand by gate endseq
1962729184_6996e128e7.jpg,startseq group of students in uniform stand in front of the gate endseq
1962729184_6996e128e7.jpg,startseq crowd of people near the water endseq
1962729184_6996e128e7.jpg,startseq group of schoolchildren in uniforms standing at gate one kissing her mother goodbye endseq
1965278563_8279e408de.jpg,startseq big brown dog floats in canoe on the river at sunset endseq
1965278563_8279e408de.jpg,startseq brown dog in canoe looks out over still waters endseq
1965278563_8279e408de.jpg,startseq dog is drifting on lake in small boat endseq
1965278563_8279e408de.jpg,startseq fat dog sitting in boat endseq
1965278563_8279e408de.jpg,startseq golden haired dog is lying in boat that is traveling on lake endseq
1969573381_5ecfae4c80.jpg,startseq brown and white animal surrounded by trees endseq
1969573381_5ecfae4c80.jpg,startseq dog standing outside is looking at the camera endseq
1969573381_5ecfae4c80.jpg,startseq tan and white dog standing near green plants endseq
1969573381_5ecfae4c80.jpg,startseq tan dog is standing in front of some plants endseq
1969573381_5ecfae4c80.jpg,startseq the brown dog who looks like dingo looks out of the forest endseq
197107117_4b438b1872.jpg,startseq mountain climber looks down from the summit endseq
197107117_4b438b1872.jpg,startseq person is rock climbing between two large rock faces endseq
197107117_4b438b1872.jpg,startseq rock climber climbs in between two very large rocks endseq
197107117_4b438b1872.jpg,startseq rock climber leans out from crag against deep blue sky endseq
197107117_4b438b1872.jpg,startseq two large mountains stand high in the air as person tries to climb one endseq
197142902_f05ff198c2.jpg,startseq man and woman in glasses blow bubbles endseq
197142902_f05ff198c2.jpg,startseq man and woman blow bubbles endseq
197142902_f05ff198c2.jpg,startseq man in black shirt and woman in brown shirt blow bubbles with pink wands endseq
197142902_f05ff198c2.jpg,startseq an asian man and an asian woman are blowing bubbles from pink plastic hoops endseq
197142902_f05ff198c2.jpg,startseq woman and man are next to each other blowing bubbles endseq
